model,layer,relative_depth,boundary_type,evaluated_on,boundary_norm,boundary_stability,boundary_entropy,boundary_max_prob,fisher_info,hessian_curvature,jac_amplification,grad_blockage,grad_alignment,vocab_alignment,betti_0,betti_1
llama3.2-3B-it,7,0.25,Hallucination,Factual,1.1581915928548614,0.6555783893548148,11.75,8.463859558105469e-06,0.32025144805543837,-0.007539101384063513,1.310546875,-0.0038784899516031146,0.015827825118321925,0.1806640625,5,0
llama3.2-3B-it,8,0.2857142857142857,Impossible,Impossible,1.7472510351238426,0.6717003964660841,11.75,8.463859558105469e-06,0.5779648050423477,0.0012475873173986626,1.291015625,-0.005417036947619636,0.0027857764944201335,0.19921875,6,1
llama3.2-3B-it,8,0.2857142857142857,Impossible,Factual,1.7472510351238426,0.6717003964660841,11.75,8.463859558105469e-06,0.2905907953332698,-0.01269669653625153,1.3427734375,-0.004445903425221331,0.02254688493849244,0.19921875,1,0
llama3.2-3B-it,8,0.2857142857142857,Hallucination,Hallucination,1.3267267452702445,0.6759700988627588,11.75,8.463859558105469e-06,0.6058011903452756,0.007783742910072967,1.1875,-0.006196857779286802,0.0013349745131563395,0.201171875,21,5
llama3.2-3B-it,8,0.2857142857142857,Hallucination,Factual,1.3267267452702445,0.6759700988627588,11.75,8.463859558105469e-06,0.29900426520934503,0.0008578636413205569,1.255859375,-0.012342027359409258,0.01621546660317108,0.201171875,3,0
llama3.2-3B-it,9,0.32142857142857145,Impossible,Impossible,1.9567280498005446,0.6858450155482586,11.75,8.463859558105469e-06,0.4580268182399813,-0.0017506005581269146,1.1552734375,-0.0049898993311217055,0.0017784103256417438,0.1943359375,4,8
llama3.2-3B-it,9,0.32142857142857145,Impossible,Factual,1.9567280498005446,0.6858450155482586,11.75,8.463859558105469e-06,0.3103917645972411,-0.014619779683094015,1.21142578125,-0.009142648399574682,0.02160834171809256,0.1943359375,3,0
llama3.2-3B-it,9,0.32142857142857145,Hallucination,Hallucination,1.5568566236041703,0.6829645912730583,11.75,8.52346420288086e-06,0.5040887005444007,0.01174022531646407,1.14306640625,-0.002059624661342241,-0.0008262601913884282,0.189453125,34,2
llama3.2-3B-it,9,0.32142857142857145,Hallucination,Factual,1.5568566236041703,0.6829645912730583,11.75,8.52346420288086e-06,0.3329545136138117,-0.008923599818854214,1.19384765625,-0.01649002093472518,0.008384862303500995,0.189453125,5,4
llama3.2-3B-it,10,0.35714285714285715,Impossible,Impossible,2.2334134505182788,0.7152708805116967,11.75,8.463859558105469e-06,0.47073015776847243,-0.005322972805952108,1.1611328125,-0.008257101508206688,-9.6844945801422e-05,0.1923828125,15,6
llama3.2-3B-it,10,0.35714285714285715,Impossible,Factual,2.2334134505182788,0.7152708805116967,11.75,8.463859558105469e-06,0.19712757835830624,-0.010029989803961255,1.27197265625,-0.018755912431515753,0.016234797687502578,0.1923828125,3,0
llama3.2-3B-it,10,0.35714285714285715,Hallucination,Hallucination,1.798228006556622,0.6979571454460577,11.75,8.463859558105469e-06,0.4202596595569566,-0.0005969462973628903,1.11669921875,-0.0025882468034978956,0.0007996196218300611,0.208984375,45,1
llama3.2-3B-it,10,0.35714285714285715,Hallucination,Factual,1.798228006556622,0.6979571454460577,11.75,8.463859558105469e-06,0.28783154581649506,-0.003392499136938345,1.255859375,-0.026819761551450938,0.0066368109692120925,0.208984375,6,1
llama3.2-3B-it,11,0.39285714285714285,Impossible,Impossible,2.9059918334564876,0.6678055444620354,11.75,8.58306884765625e-06,0.40352237463941776,0.004637409553263093,1.19189453125,0.0013566800334956497,0.0018317952053621411,0.1796875,18,12
llama3.2-3B-it,11,0.39285714285714285,Impossible,Factual,2.9059918334564876,0.6678055444620354,11.75,8.58306884765625e-06,0.22658612546918394,-0.013363166475897208,1.2001953125,-0.006196097834617831,0.019311209354782477,0.1796875,3,0
llama3.2-3B-it,11,0.39285714285714285,Hallucination,Hallucination,2.3487915170876876,0.6636002592235353,11.75,8.52346420288086e-06,0.5070176415535042,0.017690582756497118,1.15576171875,0.0022588816354982555,0.008053998375544325,0.189453125,45,1
