model,layer,relative_depth,bucket,attn_entropy,attn_sink,res_proj_Impossible,attn_align_Impossible,mlp_align_Impossible,res_proj_Hallucination,attn_align_Hallucination,mlp_align_Hallucination,res_norm,logit_entropy,logit_conf
qwen3-8B,4,0.1111111111111111,Hallucinations,1.4205,0.08691455078125,-2.6771875,-0.122078125,0.010064422607421875,-0.706048828125,-0.0413662109375,0.0890859375,24.677,11.853,5.206680297851562e-05
qwen3-8B,4,0.1111111111111111,Impossible,1.4164375,0.08550390625,-1.97971875,-0.10916015625,0.025825439453125,-1.83240625,-0.064904296875,0.068943359375,24.599,11.86,5.2402496337890625e-05
qwen3-8B,5,0.1388888888888889,Factual,1.493734375,0.0984794921875,-5.8555,-0.09921875,-0.1005625,-7.549,-0.09476171875,-0.15348828125,35.552,,
qwen3-8B,5,0.1388888888888889,Hallucinations,1.508125,0.1010703125,-4.5105,-0.0781328125,-0.0718505859375,-5.125625,-0.0519609375,-0.1124140625,35.094,,
qwen3-8B,5,0.1388888888888889,Impossible,1.51284375,0.09832861328125,-3.621625,-0.0611796875,-0.0554619140625,-6.30675,-0.075556640625,-0.12893359375,35.224,,
qwen3-8B,6,0.16666666666666666,Factual,1.541359375,0.05749951171875,-7.0935,-0.08248876953125,-0.1645,-7.83675,-0.1783359375,-0.18252734375,39.952,11.6855,0.0001721038818359375
qwen3-8B,6,0.16666666666666666,Hallucinations,1.5955625,0.0519482421875,-5.334,-0.031312255859375,-0.128353515625,-4.6455,-0.087982421875,-0.1090703125,39.316,11.6985,0.000140777587890625
qwen3-8B,6,0.16666666666666666,Impossible,1.54821875,0.056208984375,-4.122375,0.005045013427734375,-0.0940703125,-6.19975,-0.1345703125,-0.1453125,39.39,11.6895,0.0001450958251953125
qwen3-8B,7,0.19444444444444445,Factual,0.557859375,0.7583984375,-7.355,-0.0891865234375,0.03234146118164063,-11.69325,-0.2814140625,-0.1261796875,42.986,,
qwen3-8B,7,0.19444444444444445,Hallucinations,0.592953125,0.7597421875,-5.31675,-0.04349444580078125,0.068986328125,-7.704,-0.194921875,-0.0601611328125,41.862,,
qwen3-8B,7,0.19444444444444445,Impossible,0.58425390625,0.7567734375,-3.4599375,-0.002060638427734375,0.106314453125,-9.705,-0.237203125,-0.096388671875,42.278,,
qwen3-8B,8,0.2222222222222222,Factual,0.8054296875,0.70409375,-11.59,-0.078130859375,-0.05728326416015625,-16.265,-0.2806171875,-0.17876171875,48.89,11.37,0.000456573486328125
qwen3-8B,8,0.2222222222222222,Hallucinations,0.8483125,0.7028203125,-8.2195,-0.0295628662109375,0.0139581298828125,-10.37425,-0.1915390625,-0.07280078125,46.952,11.427,0.0004218597412109375
qwen3-8B,8,0.2222222222222222,Impossible,0.812984375,0.6990078125,-4.9336875,0.015232177734375,0.0866558837890625,-12.4595,-0.227859375,-0.09790625,47.474,11.38,0.000469268798828125
qwen3-8B,9,0.25,Factual,0.7200234375,0.7621171875,-13.3475,-0.14471484375,0.013203174591064452,-18.8635,-0.3116171875,-0.123037109375,51.774,,
qwen3-8B,9,0.25,Hallucinations,0.758140625,0.766234375,-9.27875,-0.088833984375,0.0716494140625,-11.926,-0.216296875,-0.024651580810546875,49.346,,
